Degree_difference,Max_degree,Avg_degree,MIN_distance,Avg_cluster_coef,Avg_jaccard,Hyper_jaccard,Adamic_adar,Answer
9,12,5.8,1,0.36452214452214454,0.11625541125541124,0.0,4.965040002726227,0
17,20,8.666666666666666,1,0.28784313725490196,0.0,0.0,35.73481867341858,1
9,12,7.5,2,0.1412280701754386,0.0,0.0,377.5201744603713,1
47,47,20.25,7,0.11576443791374061,0.028407443647169673,0.0,0.0,1
2,5,4.0,7,0.47307692307692306,0.058823529411764705,0.058823529411764705,224.37830686674064,0
17,18,6.75,1,0.15552418595896858,0.03571428571428571,0.0,10.471843566948142,0
6,9,6.0,7,0.5,0.047619047619047616,0.047619047619047616,286.3122262248696,1
2,28,27.0,7,0.05036446396740515,0.014925373134328358,0.014925373134328358,1980.349995335403,0
9,15,10.5,2,0.35448538389714856,0.0,0.0,95.19393334272647,0
35,52,34.5,1,0.16922933730454207,0.10112359550561797,0.10112359550561797,1571.8241094708876,1
3,5,3.5,2,0.2545454545454545,0.0,0.0,20.560873592490402,1
2,7,6.333333333333333,1,0.19894000335176806,0.17942850437129612,0.0967741935483871,559.4718086572636,0
17,24,15.5,2,0.16190476190476188,0.0,0.0,603.3937161689984,1
2,3,2.0,2,0.16666666666666666,0.0,0.0,0.0,1
1,3,2.5,2,0.16666666666666666,0.0,0.0,27.066568052496326,0
7,13,9.5,7,0.1987179487179487,0.05263157894736842,0.05263157894736842,194.20002209794646,1
53,55,13.142857142857142,1,0.14077668363382648,0.006421078564852634,0.0,1.3389019944374794,0
15,49,41.5,7,0.3641754065128573,0.015789473684210527,0.015789473684210527,2303.869632093815,0
11,16,11.666666666666666,2,0.13787737317149082,0.0,0.0,200.2829206293965,1
15,19,11.5,2,0.16091954022988506,0.0,0.0,134.3590438627578,0
12,13,7.0,1,0.6452762923351159,0.02857142857142857,0.02857142857142857,396.1799824177154,1
35,39,21.5,2,0.448989898989899,0.0,0.0,213.2979691390146,0
9,11,6.0,1,0.4478632478632479,0.07936507936507936,0.0,125.93971868106162,1
8,12,8.0,1,0.11648351648351649,0.05555555555555555,0.05555555555555555,321.46142304984227,1
26,27,10.333333333333334,1,0.7450980392156863,0.22105263157894736,0.05263157894736842,62.650655017512904,1
14,26,19.0,2,0.15375291375291375,0.0,0.0,289.1128824509556,0
38,52,27.333333333333332,1,0.14793247596985917,0.053992078382322284,0.0,589.5270242577042,0
1,2,1.5,2,1.0,0.0,0.0,122.28425770300461,1
1,6,5.5,2,0.19444444444444445,0.0,0.0,61.571318424884424,1
3,8,6.5,1,0.2878787878787879,0.0625,0.0625,341.5034623285287,1
29,38,24.0,1,0.12631313030587077,0.09400508281105296,0.014084507042253521,1029.8085142743303,1
1,5,4.5,1,0.2857142857142857,0.1,0.1,225.54756418236485,1
36,71,50.666666666666664,1,0.09357025440156601,0.10658703586152152,0.031746031746031744,1910.392197402014,1
0,13,13.0,2,0.1880952380952381,0.0,0.0,167.45961836934944,0
8,14,10.0,1,0.08562271062271062,0.10526315789473684,0.10526315789473684,327.5311178007762,1
8,8,4.0,7,0.07051282051282051,0.0,0.0,0.0,1
38,48,29.0,7,0.1026610644257703,0.010101010101010102,0.010101010101010102,749.1995109323641,1
2,4,3.0,2,0.4619047619047619,0.0,0.0,170.79205824307942,1
4,6,4.0,2,0.03333333333333333,0.0,0.0,11.648127978388866,1
59,61,14.133333333333333,1,0.395405549309587,0.06079549238282875,0.0,0.33380820069533407,0
6,8,5.0,2,0.09722222222222222,0.0,0.0,39.1343600709875,1
37,59,40.5,1,0.15375180375180375,0.2682926829268293,0.2682926829268293,2849.1600405878266,1
3,40,38.5,2,0.14419427191166323,0.0,0.0,1035.606675667642,1
6,8,5.0,2,0.20238095238095238,0.0,0.0,49.698692086166076,0
12,17,11.0,7,0.07142857142857142,0.04,0.04,93.89105714241455,1
64,67,26.0,1,0.44935064935064933,0.23070607553366174,0.034482758620689655,363.8130748411671,1
35,50,32.5,2,0.028766025641025643,0.0,0.0,349.35032257972364,1
6,10,7.666666666666667,1,0.26666666666666666,0.06060606060606061,0.0,10.080262389700135,0
12,14,8.0,1,0.350140056022409,0.043478260869565216,0.043478260869565216,372.54314283673773,1
30,38,23.0,1,0.12941176470588237,0.07142857142857142,0.07142857142857142,2634.0867625404762,1
4,35,33.0,7,0.13831467413034787,0.009900990099009901,0.009900990099009901,1539.4326086896995,0
93,97,38.0,1,0.1523091248873663,0.03121024784182679,0.0,163.17595807261418,1
5,7,4.5,2,0.5,0.0,0.0,77.86537599522549,1
2,7,6.0,7,0.3233082706766917,0.04,0.04,2621.6131507865693,0
5,9,6.5,2,0.275,0.0,0.0,435.89342090048103,1
30,35,20.0,2,0.15359078590785907,0.0,0.0,473.67345694530684,1
13,16,9.5,2,0.10714285714285714,0.0,0.0,241.24006898667488,1
0,2,2.0,7,0.7119047619047619,0.038461538461538464,0.038461538461538464,560.6638463782858,0
45,67,44.5,1,0.06659383162547719,0.04854368932038835,0.04854368932038835,1477.3353709725725,1
8,14,9.0,2,0.2788530465949821,0.0,0.0,61.499796667032555,1
13,33,26.5,1,0.2483739837398374,0.2222222222222222,0.2222222222222222,1701.4427112350968,1
10,15,10.0,2,0.4236453201970444,0.0,0.0,312.43957069001965,0
2,3,2.0,7,0.75,0.2,0.2,313.2520896439552,0
6,17,14.0,2,0.13534141726866183,0.0,0.0,99.5365219249506,1
10,15,11.333333333333334,1,0.15458389563652722,0.02891045632981117,0.0,453.1788770327805,1
14,40,33.0,7,0.05823169078983033,0.012048192771084338,0.012048192771084338,1727.2962730834251,1
3,9,7.5,7,0.25757575757575757,0.125,0.125,200.4149686304741,1
2,2,1.0,7,0.0,0.0,0.0,0.0,0
29,38,23.5,1,0.19656226126814363,0.15,0.15,1058.2658100978474,1
199,219,88.66666666666667,1,0.07430082642313474,0.0175268844583641,0.0,1623.5729135429256,1
7,8,4.5,2,0.06944444444444445,0.0,0.0,22.753708549680354,1
2,4,3.0,7,0.6428571428571428,0.1,0.1,420.44676137003626,0
0,3,3.0,7,0.08333333333333333,0.16666666666666666,0.16666666666666666,2164.3714590183645,0
5,7,4.666666666666667,1,0.4421052631578948,0.12121212121212122,0.0,49.490825738204265,1
5,8,5.5,2,0.15476190476190477,0.0,0.0,29.85765099476352,1
9,19,14.5,2,0.14786967418546365,0.0,0.0,568.1709714556816,0
14,32,25.0,1,0.11121776773950687,0.045454545454545456,0.045454545454545456,1345.6728763724716,1
18,20,11.0,2,0.08166666666666667,0.0,0.0,14.285678311929948,0
5,15,12.5,7,0.11432748538011696,0.029411764705882353,0.029411764705882353,1614.628740609055,0
2,6,5.0,7,0.45238095238095233,0.05,0.05,611.7217470163565,0
12,35,29.0,1,0.050724637681159424,0.029850746268656716,0.029850746268656716,1144.1814034003505,1
2,5,4.0,7,0.33333333333333337,0.09090909090909091,0.09090909090909091,366.892432969491,0
1,1,0.5,7,0.0,0.0,0.0,0.0,1
2,6,5.0,2,0.13333333333333333,0.0,0.0,298.5162308412686,0
1,5,4.5,7,0.37777777777777777,0.07142857142857142,0.07142857142857142,1582.898528466928,0
15,20,12.5,2,0.037786774628879895,0.0,0.0,166.02778208856992,0
5,7,4.5,2,0.16363636363636364,0.0,0.0,7.473358327455303,1
87,106,62.5,7,0.5257618814306713,0.028089887640449437,0.028089887640449437,1617.236866093076,0
2,7,6.0,1,0.21886446886446886,0.05,0.05,284.86652932720534,1
3,19,17.5,7,0.13327603768780238,0.02631578947368421,0.02631578947368421,558.0829639613318,0
2,8,7.0,7,0.3019005847953216,0.037037037037037035,0.037037037037037035,181.26507900795826,0
25,62,49.5,7,0.16141600335148723,0.009345794392523364,0.009345794392523364,1199.1237423804016,0
7,11,7.333333333333333,2,0.4338624338624339,0.0,0.0,16.81222281679999,0
39,43,23.5,7,0.3079289131920711,0.011764705882352941,0.011764705882352941,561.7828559031116,1
6,16,13.0,7,0.17134502923976608,0.07407407407407407,0.07407407407407407,231.59862408018014,0
16,18,10.0,2,0.2735294117647059,0.0,0.0,53.26110545489021,0
1,7,6.5,7,0.16666666666666666,0.07142857142857142,0.07142857142857142,1564.9968476382833,0
26,29,12.333333333333334,1,0.17620262816341248,0.02548172757475083,0.0,4.839143152794081,1
1,7,6.5,7,0.2692307692307692,0.05263157894736842,0.05263157894736842,1693.8002889676332,0
6,7,4.0,2,0.5681818181818181,0.0,0.0,83.57904144385951,1
6,6,2.5,7,0.1722222222222222,0.0,0.0,0.0,0
4,6,4.0,7,0.6388888888888888,0.03125,0.03125,751.1714338403649,0
11,31,24.5,1,0.3824926900584795,0.36753544362240015,0.1,154.85606734493882,1
1,4,3.5,1,0.43333333333333335,0.2857142857142857,0.2857142857142857,135.0635074785035,1
0,1,1.0,2,0.0,0.0,0.0,0.0,1
13,21,14.5,1,0.07606499780412823,0.1,0.1,690.1025325574083,1
5,21,18.5,7,0.07324609951507485,0.02040816326530612,0.02040816326530612,627.9241208768624,1
30,38,23.0,1,0.21703544575725028,0.16666666666666666,0.16666666666666666,1330.8213116215097,1
15,20,10.5,1,0.16218891402714933,0.013322884012539185,0.0,0.7213475204444817,0
89,99,40.0,1,0.15688339120833403,0.0274390243902439,0.0,1137.5360315323553,0
12,24,18.0,7,0.1743450346898623,0.015151515151515152,0.015151515151515152,1383.0250347369222,0
91,94,48.0,1,0.3057407117648081,0.12400087542343852,0.02857142857142857,416.1996997695145,0
26,32,19.0,7,0.06587301587301587,0.023809523809523808,0.023809523809523808,243.60417190600575,1
2,4,3.0,2,0.05,0.0,0.0,193.77517838948177,1
0,5,5.0,7,0.13611111111111113,0.07142857142857142,0.07142857142857142,503.088907344215,0
13,15,8.5,2,0.1963109354413702,0.0,0.0,58.876061534579314,1
3,6,4.5,1,0.1527777777777778,0.08333333333333333,0.08333333333333333,320.2059809457532,0
12,14,8.0,2,0.03594771241830065,0.0,0.0,738.8629021862797,1
3,7,5.666666666666667,1,0.19126984126984126,0.13927738927738928,0.0,71.83298816857047,0
80,93,53.0,2,0.14941191469393414,0.0,0.0,1787.4525881869304,1
20,124,114.0,7,0.2821294168517513,0.05504587155963303,0.05504587155963303,2608.653231848925,0
5,7,4.0,1,0.11212121212121212,0.0,0.0,118.28838304701638,1
24,49,37.0,7,0.0629328193046334,0.01020408163265306,0.01020408163265306,784.6777142163556,1
60,60,6.7,1,0.3836748404487783,0.006862628903730693,0.0,0.0,0
1,2,1.3333333333333333,1,0.3333333333333333,0.0,0.0,0.0,0
25,29,15.75,1,0.1808145259758163,0.011111111111111112,0.0,22.264289484449368,1
89,90,45.5,1,0.5688997821350763,0.0072992700729927005,0.0072992700729927005,1595.767517473649,0
18,26,17.0,1,0.11183261183261184,0.03225806451612903,0.03225806451612903,307.29255435211894,1
3,4,2.5,1,0.6545454545454545,0.25,0.25,184.26152491228086,1
11,24,18.5,1,0.5013888888888889,0.3888888888888889,0.3888888888888889,156.96345598128497,1
8,10,5.666666666666667,1,0.4256410256410256,0.06613756613756613,0.0,45.04664671033297,1
2,6,5.0,7,0.2967032967032967,0.047619047619047616,0.047619047619047616,821.5972463898768,0
2,5,4.0,2,0.4666666666666667,0.0,0.0,420.7375052286811,0
57,59,30.5,2,0.5184149184149184,0.0,0.0,5.632112437571748,0
24,25,14.2,1,0.137017797017797,0.017777777777777774,0.0,0.4170323914242463,0
46,49,19.0,1,0.07732884399551065,0.041666666666666664,0.0,383.1737255274388,0
97,112,63.5,1,0.054290457984028435,0.006802721088435374,0.006802721088435374,2821.231886843064,1
1,1,0.5,7,0.0,0.0,0.0,0.0,1
3,4,2.6666666666666665,1,0.5444444444444444,0.2222222222222222,0.0,104.18288117017127,1
9,10,4.0,1,0.03809523809523809,0.3333333333333333,0.0,59.13842307460668,0
2,3,2.0,2,0.0,0.0,0.0,0.0,1
19,80,70.5,7,0.044323278325165805,0.006060606060606061,0.006060606060606061,2922.7572254207835,0
4,6,4.0,1,0.5065876152832675,0.04,0.04,363.16420810094166,1
29,32,13.333333333333334,1,0.39743983614951356,0.20613134142545908,0.05555555555555555,520.9067613913253,1
13,16,9.5,2,0.23809523809523808,0.0,0.0,58.142375821183336,1
4,8,6.0,2,0.23412698412698413,0.0,0.0,279.57491387623037,0
7,28,24.5,2,0.09418079096045198,0.0,0.0,1680.441759636847,0
12,28,22.0,7,0.22300572402874194,0.009615384615384616,0.009615384615384616,1991.8191809251543,0
56,58,28.25,1,0.21912912668726622,0.03599215534979424,0.0,79.24958602134774,0
9,11,6.5,1,0.21794871794871795,0.06666666666666667,0.06666666666666667,128.59964462295133,1
13,18,11.5,1,0.19696969696969696,0.04,0.04,239.39516861268854,1
65,92,59.5,1,0.12612035851472472,0.14285714285714285,0.14285714285714285,913.4858201472202,1
6,10,7.0,7,0.5,0.05263157894736842,0.05263157894736842,456.6720952496792,0
39,42,12.0,1,0.3181756799637117,0.08213398475412205,0.0,25.964149721436332,0
42,51,24.0,1,0.13163355163355164,0.0029498525073746312,0.0,410.61685079171,0
19,21,11.5,2,0.04310344827586207,0.0,0.0,555.6965612807902,1
41,41,18.666666666666668,7,0.09676881384198456,0.021929824561403508,0.0,0.0,1
5,8,5.5,2,0.2277777777777778,0.0,0.0,22.77359856790812,1
12,14,7.444444444444445,1,0.4867336471428703,0.3901043530418256,0.0,101.23974066490955,1
23,30,15.333333333333334,1,0.13703998792918082,0.1025381850853549,0.046153846153846156,671.9609201312054,0
8,32,28.333333333333332,1,0.051082719503772134,0.02782106782106782,0.009174311926605505,1088.1134972845643,0
4,10,8.0,1,0.15396825396825398,0.08695652173913043,0.08695652173913043,238.86533630069994,0
1,6,5.5,2,0.1,0.0,0.0,169.62063106789472,0
0,3,3.0,2,0.0,0.0,0.0,6.821385122562032,1
33,36,19.5,2,0.18176538908246226,0.0,0.0,567.8470237657344,1
80,88,38.333333333333336,1,0.11977807767281451,0.04596901583989102,0.0,351.4812856065346,0
4,40,38.0,7,0.04844033488534767,0.010309278350515464,0.010309278350515464,2041.480808847627,0
2,16,15.0,2,0.08492822966507177,0.0,0.0,612.2702615693256,1
106,134,64.75,1,0.2503984994182913,0.15006273336638748,0.02643171806167401,1072.721935408828,1
1,21,20.5,1,0.11190476190476191,0.04411764705882353,0.04411764705882353,1092.6393149364849,1
1,2,1.5,2,0.16666666666666666,0.0,0.0,0.0,0
4,15,13.0,2,0.09441873915558126,0.0,0.0,450.35691914208985,1
47,50,23.0,1,0.2946675465057818,0.062323232323232315,0.013157894736842105,105.95032892829045,1
1,3,2.5,1,0.6666666666666666,0.5,0.5,337.7338834046863,0
51,56,32.666666666666664,1,0.148577795788812,0.1350725550578574,0.0125,826.9210788859579,0
68,72,38.0,2,0.0273109243697479,0.0,0.0,952.6673194665913,1
32,40,24.0,1,0.09282879818594104,0.03571428571428571,0.03571428571428571,728.27380465373,1
23,24,9.0,1,0.6781609195402298,0.011111111111111112,0.0,15.341787898525334,1
46,48,17.857142857142858,1,0.18732268227049714,0.015334399763536323,0.0,65.24276225428453,1
1,3,2.5,7,0.6666666666666666,0.2,0.2,4197.880098581055,0
4,10,8.0,2,0.15515873015873016,0.0,0.0,43.70330554711426,1
0,5,5.0,2,0.08333333333333334,0.0,0.0,77.53747360090205,0
15,16,8.5,2,0.05228758169934641,0.0,0.0,9.71892292532319,0
44,45,23.0,2,0.022686025408348458,0.0,0.0,3.1482225041762995,1
50,54,29.0,1,0.279020979020979,0.02857142857142857,0.02857142857142857,809.1215378934455,1
288,310,149.25,1,0.06261200867013245,0.06110410420873247,0.0020161290322580645,1723.0572325104354,1
28,37,22.333333333333332,1,0.08745920745920747,0.03495172038623691,0.0,369.1365831602015,1
6,11,8.0,7,0.1865079365079365,0.060473152578415734,0.038461538461538464,222.745439227068,0
12,16,8.0,1,0.3416666666666666,0.14456893868658574,0.0,68.85645365643978,1
17,24,15.5,7,0.24565508021390375,0.02,0.02,1400.7275332990619,0
8,13,9.0,7,0.3408521303258145,0.08,0.08,1926.2306846299123,0
9,31,26.5,2,0.03929588929588929,0.0,0.0,1142.3486087056503,1
9,16,11.5,2,0.4710812443370583,0.0,0.0,190.25925465305673,0
54,64,26.4,1,0.20538248199138195,0.11131496215898481,0.0,666.4602674433215,1
52,101,75.0,1,0.42355111917725347,0.15517241379310345,0.15517241379310345,1728.707895328016,1
11,25,19.5,2,0.08377883377883377,0.0,0.0,380.11862453103623,1
12,19,13.0,1,0.1148705096073517,0.04,0.04,248.3245821371141,1
2,5,4.0,2,0.13095238095238093,0.0,0.0,168.67303385129557,0
5,39,36.666666666666664,1,0.08170436483809428,0.030515297906602252,0.0,810.8145099252391,1
35,39,21.5,1,0.13232323232323234,0.016666666666666666,0.016666666666666666,721.1765464724662,1
1,10,9.5,7,0.04583333333333333,0.041666666666666664,0.041666666666666664,303.4863719342799,0
18,22,13.0,7,0.11565656565656565,0.020833333333333332,0.020833333333333332,133.02310229143444,1
1,3,2.5,1,0.3333333333333333,0.14285714285714285,0.14285714285714285,43.993749914130525,1
17,25,18.333333333333332,1,0.07201738236220995,0.024358130348913754,0.0,475.35413024981864,0
2,5,4.0,1,0.5607142857142857,0.4444444444444444,0.4444444444444444,824.7044231902129,0
83,94,39.333333333333336,1,0.08997457568886141,0.05260095288311268,0.0,661.3904701030409,0
6,6,3.0,7,0.301010101010101,0.05555555555555555,0.0,0.0,1
0,2,2.0,2,0.0,0.0,0.0,10.207000465684846,1
25,32,19.5,2,0.04880952380952381,0.0,0.0,205.95835556119766,1
22,32,20.4,1,0.06745151166203797,0.012524137589025836,0.0,111.48445211575735,0
18,32,23.0,7,0.32488483268144286,0.023809523809523808,0.023809523809523808,977.7187101916402,0
24,27,13.333333333333334,1,0.4239858906525573,0.11645021645021643,0.0,36.41031526591206,0
5,17,14.5,7,0.2786231884057971,0.1891891891891892,0.1891891891891892,628.7544162618703,0
13,25,18.5,2,0.11367127496159754,0.0,0.0,318.77734957921206,1
2,3,2.0,2,0.5,0.0,0.0,0.8947900938899931,0
0,6,6.0,7,0.41155655938264635,0.023255813953488372,0.023255813953488372,1217.6130060304588,0
5,73,70.5,1,0.09327134185716131,0.06334841628959276,0.06334841628959276,2334.429762960784,1
4,4,2.0,7,0.0,0.0,0.0,0.0,1
46,65,42.0,1,0.10075228936544481,0.08181818181818182,0.08181818181818182,1436.7900658023182,1
20,23,9.666666666666666,1,0.32352869352869357,0.2116335771508185,0.09375,446.96757681530227,0
3,15,13.5,2,0.15178571428571427,0.0,0.0,216.38577291623128,0
146,151,78.0,1,0.2406910047911465,0.047619047619047616,0.047619047619047616,1088.813023794301,1
0,2,2.0,7,0.5,0.3333333333333333,0.3333333333333333,39.804926224129446,0
1,12,11.5,2,0.09992458521870287,0.0,0.0,419.3839026375762,0
1,5,4.5,2,0.25,0.0,0.0,392.63601881434187,0
4,19,17.0,7,0.09895424836601308,0.023809523809523808,0.023809523809523808,358.06345915621137,1
39,64,44.5,7,0.04170556225350746,0.01,0.01,1620.21157053148,0
