Degree_difference,Max_degree,Avg_degree,MIN_distance,Avg_cluster_coef,Avg_jaccard,Hyper_jaccard,Adamic_adar
21,24,10.666666666666666,1,0.47888888888888886,0.03571428571428571,0.0,3.675868765410345
11,13,7.5,2,0.03205128205128205,0.0,0.0,42.390640589451856
0,3,3.0,1,0.75,0.4,0.4,102.71502041624314
9,16,11.5,2,0.2315782044042914,0.0,0.0,680.7074258367039
41,43,16.4,1,0.30697113344172167,0.08879277746265835,0.0,99.63406454851823
2,8,7.0,2,0.05714285714285714,0.0,0.0,101.32355182558695
22,27,15.0,1,0.16389603594685265,0.04786295523383041,0.0,160.8587119955056
34,44,27.0,2,0.06551467855815682,0.0,0.0,492.55841614337925
28,32,18.0,2,0.1764367816091954,0.0,0.0,97.95698017927181
11,17,11.0,1,0.3175848117024587,0.20158730158730157,0.045454545454545456,112.68786746014217
12,21,15.333333333333334,1,0.1473995003406768,0.007246376811594203,0.0,256.2372701964157
1,7,6.5,2,0.18686868686868685,0.0,0.0,217.4070537875509
13,18,10.333333333333334,1,0.28777056277056273,0.08994708994708994,0.025,279.7873528854826
31,40,24.5,1,0.2490740740740741,0.0847457627118644,0.0847457627118644,1003.4329228985998
51,57,28.5,1,0.1390251125325752,0.06265311341260708,0.0,280.4189818167677
62,67,36.0,2,0.10555555555555556,0.0,0.0,200.49846984024114
12,13,7.0,2,0.10526315789473684,0.0,0.0,61.12608459386505
1,2,1.5,2,0.5,0.0,0.0,5.981061443511048
6,16,13.0,7,0.28807007786429367,0.01639344262295082,0.01639344262295082,826.2642036112936
5,8,5.5,2,0.041666666666666664,0.0,0.0,5.999635029715031
14,18,11.0,2,0.33452168746286387,0.0,0.0,1.458163609475007
39,43,25.666666666666668,1,0.46161014911014914,0.35293305728088337,0.20270270270270271,2302.1228137628577
19,24,12.333333333333334,1,0.2872273736450307,0.011706349206349206,0.0,340.6321870568374
99,102,36.666666666666664,1,0.16114478114478115,0.012944983818770225,0.0,161.41568387172137
5,8,5.5,1,0.25595238095238093,0.1,0.1,72.10786401092163
14,16,10.25,1,0.16753246753246753,0.08635997988939165,0.0,135.99734851005232
37,43,24.333333333333332,1,0.12285254282686418,0.08546864192764882,0.013888888888888888,749.5102682535717
2,12,11.0,2,0.14674922600619195,0.0,0.0,224.2137923400547
305,310,118.33333333333333,1,0.22367897279766227,0.015567549147955205,0.0,1692.44030988001
37,41,22.0,1,0.221531713460578,0.0670336782293304,0.0,164.61741485554822
62,65,34.0,2,0.3616326530612245,0.0,0.0,667.9963791774215
9,11,6.0,1,0.3087121212121212,0.023809523809523808,0.0,6.20393293133481
21,25,13.333333333333334,1,0.2312062206799049,0.06323819498996247,0.014084507042253521,530.5150378798733
0,5,5.0,7,0.3337301587301587,0.058823529411764705,0.058823529411764705,2642.6524511404127
9,22,17.0,1,0.17921828386944663,0.03764785266333254,0.0125,267.3156317230536
70,72,37.0,2,0.5152365677626303,0.0,0.0,10.668641150503154
24,36,24.0,7,0.12127346337872653,0.041666666666666664,0.041666666666666664,217.7899778070603
4,16,14.0,2,0.07793522267206478,0.0,0.0,326.62232892242724
10,18,13.0,7,0.12698412698412698,0.02857142857142857,0.02857142857142857,325.35751675952696
7,9,5.5,2,0.24444444444444446,0.0,0.0,71.61282568666721
19,21,11.5,1,0.3637713873428159,0.010493827160493829,0.0,9.481621376365064
64,67,26.0,1,0.18224892851758523,0.042668755712233976,0.0,421.6127677290489
4,6,4.0,2,0.3,0.0,0.0,6.857503587256656
50,50,25.0,7,0.042394277298548284,0.0,0.0,0.0
6,7,4.0,1,0.6742424242424243,0.07692307692307693,0.07692307692307693,900.388471468224
23,37,25.5,1,0.16880827505827506,0.04285714285714286,0.04285714285714286,1142.5203717386487
33,35,13.666666666666666,1,0.3201935319582378,0.07517482517482517,0.0,399.7228951624725
99,102,36.666666666666664,1,0.6198749398749399,0.19966996699669967,0.0297029702970297,1140.840176356765
5,7,4.5,2,0.06818181818181818,0.0,0.0,53.87271205563596
5,22,19.5,7,0.15833333333333333,0.013157894736842105,0.013157894736842105,998.2353678488647
69,71,36.5,2,0.01019036954087346,0.0,0.0,203.23744807316402
56,56,28.0,7,0.03111679454390452,0.0,0.0,0.0
13,15,8.5,1,0.39473684210526316,0.19047619047619047,0.19047619047619047,558.9321270720841
26,29,14.333333333333334,1,0.40614833195478356,0.05263157894736842,0.0,91.3121514807062
7,18,14.5,2,0.12840909090909092,0.0,0.0,1007.6509570832151
10,28,23.0,7,0.12340607616602481,0.009900990099009901,0.009900990099009901,3143.368587144287
3,5,3.5,2,0.40810276679841895,0.0,0.0,368.3711989113205
46,58,35.0,2,0.061480834845320825,0.0,0.0,1550.1799018873737
3,5,3.5,1,0.748917748917749,0.08695652173913043,0.08695652173913043,308.8918609218599
0,0,0.0,7,0.0,0.0,0.0,0.0
8,9,3.6666666666666665,1,0.3888888888888889,0.0,0.0,0.0
38,43,24.0,1,0.41877551020408166,0.05660377358490566,0.05660377358490566,509.7258196862041
8,14,10.0,2,0.31601731601731603,0.0,0.0,147.91051849087197
42,46,20.75,1,0.24549689440993785,0.11878884279122161,0.0,788.4317897011267
5,9,6.5,7,0.1590909090909091,0.06666666666666667,0.06666666666666667,248.41265611845324
3,4,2.5,2,0.0,0.0,0.0,0.18838537485394247
6,30,27.0,7,0.04663243733011175,0.020618556701030927,0.020618556701030927,1473.941191787074
11,11,5.5,7,0.07051282051282051,0.0,0.0,0.0
42,63,42.0,7,0.052220778027229645,0.011235955056179775,0.011235955056179775,1372.6468532415406
18,22,10.25,1,0.18407621789974732,0.03290246768507638,0.0,7.667252981236633
13,17,9.333333333333334,1,0.18915732959850606,0.018148148148148146,0.0,0.0
13,80,73.5,1,0.34180568359992736,0.5233644859813084,0.5233644859813084,5761.217046425601
10,16,11.0,7,0.34945471787577054,0.023255813953488372,0.023255813953488372,2584.465947411571
61,63,22.23076923076923,1,0.22661627045699198,0.013522635380997423,0.0,5.777911968469084
35,43,25.5,2,0.05723995271867613,0.0,0.0,622.0648712999621
20,37,27.0,1,0.12403993855606758,0.07936507936507936,0.07936507936507936,922.4044053323042
1,5,4.5,7,0.12261904761904763,0.07692307692307693,0.07692307692307693,2389.6234407362576
57,71,39.0,1,0.10049918545193048,0.0524183761659748,0.0,624.678700086407
22,23,12.0,7,0.5565476190476191,0.02,0.02,784.9928003777611
2,8,7.333333333333333,1,0.32243722050223594,0.05373803664205632,0.016666666666666666,817.7705491986959
5,16,13.5,2,0.15534290271132378,0.0,0.0,169.76620553287273
4,43,41.0,7,0.10400532779483476,0.006172839506172839,0.006172839506172839,2951.985375925519
3,10,8.333333333333334,1,0.2954386342517858,0.1722943722943723,0.0,389.80320675142804
31,33,18.333333333333332,1,0.29662645950324423,0.04054054054054054,0.0,322.6398587429851
1,1,0.5,7,0.0,0.0,0.0,0.0
8,9,5.0,2,0.5454545454545454,0.0,0.0,245.00472989329126
12,24,18.0,7,0.10282258064516128,0.021739130434782608,0.021739130434782608,1820.3235488511286
19,20,10.5,2,0.06206896551724138,0.0,0.0,11.233299723403695
8,15,11.0,2,0.11307113938692887,0.0,0.0,400.4925660346229
15,16,6.0,1,0.12214381720430106,0.0,0.0,0.2835784920513334
4,37,35.0,7,0.4359543392145735,0.009615384615384616,0.009615384615384616,1123.0364441058618
46,48,25.0,2,0.026364477335800184,0.0,0.0,368.0618013631536
11,12,7.75,1,0.10497835497835498,0.052083333333333336,0.0,6.66079125023658
1,12,11.5,7,0.12857142857142856,0.07142857142857142,0.07142857142857142,881.9307653549004
12,21,15.0,1,0.08234519104084322,0.06060606060606061,0.06060606060606061,573.2073030395035
10,24,19.0,2,0.08347763347763348,0.0,0.0,1753.5765112309766
7,11,7.0,1,0.12698412698412698,0.0,0.0,18.418972174708674
1,13,12.5,2,0.5444444444444445,0.0,0.0,319.297900578606
11,66,60.5,7,0.06901852581789515,0.00684931506849315,0.00684931506849315,1600.9104014516363
41,43,17.666666666666668,1,0.17749501960028277,0.04898373983739837,0.0,74.12402769738293
40,71,51.0,7,0.32068668046928916,0.046875,0.046875,1587.3543776422214
1,7,6.5,2,0.1527777777777778,0.0,0.0,160.69269969775502
22,24,11.0,1,0.5713907429696903,0.06666666666666667,0.0,0.18556071437446803
32,38,23.0,1,0.06459676126342793,0.020436578329060373,0.0,643.0196482222918
5,7,4.5,2,0.11904761904761904,0.0,0.0,99.25737056360778
10,15,9.666666666666666,1,0.54006734006734,0.2836538461538462,0.11764705882352941,95.08770121577895
1,11,10.5,2,0.40263157894736845,0.0,0.0,355.70460866290836
19,28,16.0,1,0.14777606199174828,0.11875208541875208,0.061224489795918366,653.2023220396372
3,6,4.666666666666667,1,0.49074074074074076,0.26666666666666666,0.13333333333333333,423.94647144941234
4,26,24.0,7,0.12400693341037122,0.015151515151515152,0.015151515151515152,1053.0448239246134
3,4,2.5,2,0.08333333333333333,0.0,0.0,0.0
2,3,2.0,2,0.32222222222222224,0.0,0.0,0.9077402048894676
26,28,10.0,1,0.14760508308895404,0.009115545700911555,0.0,0.26425736993644544
26,35,22.0,2,0.10196078431372549,0.0,0.0,514.5842519885384
11,33,27.5,7,0.10348310662181319,0.031914893617021274,0.031914893617021274,2876.281817676656
1,2,1.3333333333333333,2,0.0,0.0,0.0,0.0
45,51,32.333333333333336,1,0.2361552028218695,0.06370483639103751,0.015748031496062992,785.5844270722033
23,24,12.5,2,0.059782608695652176,0.0,0.0,1.7107464714311014
3,8,6.5,7,0.16616161616161618,0.05263157894736842,0.05263157894736842,523.1878874047636
46,49,22.666666666666668,1,0.5730972730972731,0.1795795795795796,0.02702702702702703,149.67191744890917
4,9,7.0,2,0.07777777777777778,0.0,0.0,91.32488320234593
9,35,30.5,7,0.08120300751879699,0.0273972602739726,0.0273972602739726,2530.745601196555
8,19,15.0,1,0.1923076923076923,0.11764705882352941,0.11764705882352941,598.9738668957266
16,18,10.0,2,0.01838235294117647,0.0,0.0,29.8146925029847
18,23,11.75,1,0.24406594749336682,0.14539682539682539,0.02,136.4424027989524
7,22,18.333333333333332,1,0.7611492104245728,0.7222222222222223,0.6,1123.1964178588016
4,5,3.0,2,0.0,0.0,0.0,0.0
21,26,12.333333333333334,1,0.20221543162719632,0.015151515151515152,0.0,318.43318932463285
16,17,9.0,1,0.09253317488611605,0.042207792207792215,0.0,56.603629771251185
35,37,19.4,1,0.27730646289729266,0.14355519050918691,0.010752688172043012,383.4438640822159
46,50,18.25,1,0.26232556174033367,0.12672097603051224,0.009615384615384616,903.0164926808009
29,37,18.0,1,0.1164084911072863,0.023270846800258566,0.0,588.1181632408498
1,2,1.5,2,0.0,0.0,0.0,0.0
24,43,31.0,7,0.21705288175876414,0.047058823529411764,0.047058823529411764,1060.8240535077655
10,13,8.0,1,0.25457875457875456,0.0625,0.0625,155.4840927855761
0,8,8.0,7,0.22222222222222224,0.05,0.05,3104.7622607641965
8,16,12.0,2,0.1145933014354067,0.0,0.0,594.0975098053447
0,3,3.0,2,0.7727272727272727,0.0,0.0,44.85523769113747
12,14,6.333333333333333,2,0.3925925925925926,0.0,0.0,27.907397756025397
28,29,17.0,1,0.11927294289363255,0.022875816993464054,0.0,39.89348656715583
26,30,17.0,2,0.1651387827858416,0.0,0.0,58.21967230852283
95,108,39.0,1,0.15010479739170934,0.1370355880139353,0.007142857142857143,993.9059094781211
2,2,1.0,7,0.0,0.0,0.0,0.0
4,10,8.0,2,0.23809523809523808,0.0,0.0,522.4846268372696
1,9,8.5,7,0.2767676767676768,0.05263157894736842,0.05263157894736842,698.6867901840646
77,82,33.333333333333336,7,0.17261645398900302,0.04781203261446423,0.006622516556291391,380.0698929061915
8,9,5.0,2,0.6,0.0,0.0,0.0
7,9,5.666666666666667,1,0.34940711462450597,0.06405228758169934,0.0,43.79602150493133
82,83,32.333333333333336,1,0.42849504434011476,0.0959671539848816,0.012987012987012988,264.59126290335104
22,23,12.833333333333334,1,0.2003871411238869,0.08143798114374898,0.0,2.0049813050282417
7,11,7.5,2,0.08181818181818182,0.0,0.0,4.532551855228782
17,17,8.5,7,0.06923076923076923,0.0,0.0,0.0
3,6,4.5,2,0.11666666666666667,0.0,0.0,370.3901612231327
12,16,10.0,1,0.47777777777777775,0.2,0.2,761.9835375445159
12,20,14.0,7,0.1554736554736555,0.0425531914893617,0.0425531914893617,860.9822161219366
6,31,28.0,7,0.04197425096975322,0.013513513513513514,0.013513513513513514,1720.6439730385264
3,5,3.5,2,0.03333333333333333,0.0,0.0,42.97136280923695
27,32,18.5,1,0.2396825396825397,0.1,0.1,243.2440296811599
15,20,12.5,7,0.43166666666666664,0.14814814814814814,0.14814814814814814,369.5879442066346
36,37,17.333333333333332,1,0.3709645474351357,0.02479023646071701,0.0,340.0779607842342
28,67,53.0,7,0.02109167556322028,0.024193548387096774,0.024193548387096774,1739.6688998821735
4,9,7.0,2,0.2545454545454545,0.0,0.0,117.56558399467026
16,59,51.0,2,0.08016606745420304,0.0,0.0,1802.5248968842513
21,34,23.5,7,0.16378066378066378,0.046875,0.046875,2572.182671417942
69,77,42.5,7,0.07337880484577013,0.009523809523809525,0.009523809523809525,1502.9882476774953
27,30,11.25,1,0.1438516746411483,0.025641025641025644,0.0,31.569656979949283
8,17,13.0,2,0.18055555555555555,0.0,0.0,277.87157559635807
16,16,4.4,7,0.028205128205128206,0.0,0.0,0.0
27,38,24.5,7,0.6117511520737328,0.011111111111111112,0.011111111111111112,1260.6043975588702
51,52,19.666666666666668,1,0.4019480519480519,0.052890963969062434,0.0,60.09472156969731
82,88,35.0,1,0.18100250626566416,0.11896551724137931,0.05154639175257732,620.217669840483
3,4,2.0,1,0.0,0.0,0.0,0.0
52,57,31.0,1,0.15162907268170425,0.03125,0.03125,815.7890157366668
11,23,17.5,7,0.5202380952380952,0.07142857142857142,0.07142857142857142,977.1979497535588
29,45,30.5,2,0.08135031728256811,0.0,0.0,774.7845785174426
30,38,21.333333333333332,1,0.12131337374066088,0.0045045045045045045,0.0,553.9064131563459
17,98,89.5,7,0.024100783651113115,0.01015228426395939,0.01015228426395939,3087.0882039806625
25,28,15.5,1,0.5961099932930919,0.0136986301369863,0.0136986301369863,1119.6059102241447
29,39,19.666666666666668,1,0.3567950567950568,0.25361767514023154,0.11764705882352941,479.40856636467373
27,30,17.0,1,0.07524966261808368,0.0,0.0,121.49689075309543
52,56,21.666666666666668,1,0.36429915785632666,0.12644638200782268,0.03125,409.7774336296841
7,50,46.5,7,0.5043192762293885,0.006944444444444444,0.006944444444444444,1761.540712634467
17,40,31.5,7,0.26334900731452454,0.21153846153846154,0.21153846153846154,683.412955832899
19,23,9.5,1,0.21416040100250625,0.07188228438228439,0.0,37.531800193405864
72,78,42.0,1,0.13958671427025857,0.05952380952380952,0.05952380952380952,1180.444319362515
65,66,27.333333333333332,1,0.3944512443900449,0.019801980198019802,0.0,191.82831809235373
55,66,27.75,1,0.34020019900861964,0.35393753444386356,0.12345679012345678,431.5015554220152
33,35,18.0,1,0.4192252192252192,0.038882997525627426,0.0,981.7479438575766
2,3,2.0,2,0.3626373626373626,0.0,0.0,353.93021504986956
8,10,6.0,2,0.08888888888888889,0.0,0.0,131.74197177412563
6,31,28.0,7,0.08321479374110953,0.02702702702702703,0.02702702702702703,1524.9230647864285
1,1,0.5,7,0.0,0.0,0.0,0.0
1,3,2.5,7,0.31666666666666665,0.1111111111111111,0.1111111111111111,773.9569666256828
5,11,9.25,1,0.17589712918660289,0.09632765630759281,0.0,77.78753074573328
2,4,3.0,7,0.47619047619047616,0.07692307692307693,0.07692307692307693,3191.8894738796284
18,18,9.0,7,0.4411764705882353,0.0,0.0,0.0
4,5,3.0,2,0.1,0.0,0.0,1.6415151541206967
12,22,16.0,7,0.06318681318681318,0.030303030303030304,0.030303030303030304,325.54500069466235
50,51,26.0,1,0.3366433496353326,0.11528000852597735,0.0,126.8873125240285
20,21,8.333333333333334,1,0.16044162555790462,0.1183574879227053,0.0,605.8491470207174
22,30,19.0,1,0.3312169312169312,0.22580645161290322,0.22580645161290322,716.8709653546908
16,17,9.0,1,0.10898692810457516,0.029761904761904764,0.0,0.6636235911445671
1,2,1.5,7,1.0,0.3333333333333333,0.3333333333333333,752.052158960058
15,22,14.5,2,0.1339151045033398,0.0,0.0,322.9636372944079
1,3,2.5,7,0.7905138339920948,0.04878048780487805,0.04878048780487805,1079.050981329667
0,8,8.0,7,0.527048477048477,0.04,0.04,645.6221942884742
39,43,21.5,1,0.1635194963766392,0.04878487201610584,0.0,208.75443418098004
20,25,15.0,2,0.11984126984126985,0.0,0.0,32.82737110882475
19,25,15.0,1,0.061050061050061055,0.0,0.0,38.495815454975286
1,2,1.6666666666666667,7,0.1111111111111111,0.08333333333333333,0.0,4.317851792369918
116,119,41.666666666666664,1,0.356928553267226,0.07236467236467237,0.0,952.0019475318373
4,9,7.0,2,0.23333333333333334,0.0,0.0,37.60747415941059
1,2,1.5,2,0.0,0.0,0.0,104.69959416490191
2,22,21.0,7,0.09047619047619049,0.017857142857142856,0.017857142857142856,1625.6384405812917
10,16,11.0,2,0.26153846153846155,0.0,0.0,671.3742179083276
16,17,8.333333333333334,1,0.09307885097358781,0.020833333333333332,0.0,4.715355432399345
25,57,44.5,7,0.04961591076502157,0.016129032258064516,0.016129032258064516,2960.513508698122
43,55,33.5,1,0.1458290301837526,0.021739130434782608,0.021739130434782608,929.5702634237197
25,33,20.5,2,0.11984126984126985,0.0,0.0,635.6534695061175
47,48,14.166666666666666,1,0.04128384687208216,0.007612130479102956,0.0,0.0
106,195,142.0,7,0.5433218525584239,0.018018018018018018,0.018018018018018018,1330.5589749851197
36,40,22.0,1,0.28322259136212624,0.06666666666666667,0.06666666666666667,911.3376626530352
24,25,12.5,1,0.06272893772893773,0.013940761489781095,0.0,38.81716524666459
16,26,18.0,7,0.05612535612535613,0.05714285714285714,0.05714285714285714,155.90952844838253
13,15,8.5,7,0.12091503267973856,0.05263157894736842,0.05263157894736842,387.4407618943466
16,33,25.0,2,0.06847826086956521,0.0,0.0,696.966755317779
37,106,87.5,7,0.26062793906781323,0.0211864406779661,0.0211864406779661,2158.117889218326
8,38,34.0,1,0.11608015640273706,0.4772727272727273,0.4772727272727273,2715.6919661441325
13,31,24.5,7,0.24345228393301008,0.008403361344537815,0.008403361344537815,1372.835354367485
3,4,2.3333333333333335,1,0.746031746031746,0.20833333333333334,0.0,43.86239332466008
10,11,6.0,2,0.08169934640522876,0.0,0.0,100.1458008981877
18,33,24.333333333333332,1,0.17497959137667618,0.10105820105820107,0.005988023952095809,929.9097825104684
348,357,183.0,2,0.07723733698899786,0.0,0.0,1545.6994221498956
5,7,4.5,2,0.369047619047619,0.0,0.0,592.33588506496
0,3,3.0,7,0.45,0.2857142857142857,0.2857142857142857,305.0417306537863
9,41,36.5,7,0.22098536384250672,0.006097560975609756,0.006097560975609756,1377.607171969436
37,54,35.666666666666664,1,0.09743656805542995,0.04756953286365051,0.008264462809917356,587.5784387000527
8,22,18.0,2,0.08961128310973512,0.0,0.0,502.4271278339116
3,10,8.5,7,0.13506493506493505,0.05555555555555555,0.05555555555555555,595.2684716049813
84,89,47.0,2,0.18772893772893773,0.0,0.0,981.3171548122963
6,15,12.0,2,0.08771929824561403,0.0,0.0,629.8687542333458
5,12,9.5,2,0.2828282828282828,0.0,0.0,340.98151783910646
66,74,33.0,1,0.20945178136168455,0.016615092002106646,0.0,683.0747624331743
12,15,8.0,1,0.288328664799253,0.06666666666666667,0.0,10.747409482123196
15,18,9.0,1,0.29764309764309765,0.16157916157916158,0.07142857142857142,191.9832255833354
98,110,61.0,2,0.02858126721763085,0.0,0.0,1133.1552201518546
0,4,4.0,7,0.24285714285714285,0.08333333333333333,0.08333333333333333,215.2590440101724
31,36,20.5,2,0.08738738738738738,0.0,0.0,57.08412422311325
9,22,17.5,7,0.07047619047619047,0.02564102564102564,0.02564102564102564,942.6884783098865
33,39,22.333333333333332,1,0.10043839758125472,0.054441004471964226,0.0125,942.8141911367111
7,7,3.25,7,0.3527777777777778,0.027777777777777776,0.0,0.0
38,43,18.5,1,0.19415341141326975,0.010416666666666666,0.0,48.523458065863906
13,13,7.5,7,0.20395299145299145,0.1059106334841629,0.0,0.0
14,16,9.0,2,0.6858974358974359,0.0,0.0,2.0112236065058138
0,3,3.0,7,0.43333333333333335,0.3333333333333333,0.3333333333333333,115.42470655329599
8,12,8.0,1,0.22962962962962963,0.03125,0.03125,297.77525287327944
37,44,25.5,1,0.15586949282601456,0.0297029702970297,0.0297029702970297,934.2219642098753
8,24,20.0,7,0.07332112332112332,0.02040816326530612,0.02040816326530612,1871.2692369061213
6,8,5.0,2,0.15441176470588236,0.0,0.0,14.593846486069154
1,2,1.5,2,0.16666666666666666,0.0,0.0,3.0070258778325267
132,143,77.0,7,0.2371563303240322,0.0058823529411764705,0.0058823529411764705,1252.4089468990296
2,3,2.0,2,0.0,0.0,0.0,0.0
3,7,5.5,7,0.10555555555555556,0.07142857142857142,0.07142857142857142,63.44352262506141
3,5,3.5,2,0.6,0.0,0.0,6.023803791478162
8,9,5.0,2,0.06666666666666667,0.0,0.0,1.5249113754165884
9,10,5.0,2,0.47701149425287354,0.0,0.0,0.2452460618098304
8,8,3.0,7,0.1804368471035138,0.0,0.0,0.0
9,22,17.5,2,0.05698496905393457,0.0,0.0,96.59589295457805
26,43,28.333333333333332,1,0.07497122442774616,0.006358434008538469,0.0,240.87710698623098
70,72,23.5,1,0.3550016160310278,0.03724511027881814,0.0,106.89606823375848
16,45,37.0,7,0.059946663577897644,0.009345794392523364,0.009345794392523364,1174.4905263277074
11,18,12.5,1,0.269991789819376,0.08571428571428572,0.08571428571428572,509.9163701597817
10,26,20.666666666666668,1,0.12061457061457061,0.043434343434343436,0.0,245.70443209491916
80,84,31.333333333333332,1,0.19719169719169719,0.03306574923547401,0.0,782.0196477175607
5,7,4.5,2,0.5178571428571429,0.0,0.0,5.92067358681638
10,13,8.0,2,0.019230769230769232,0.0,0.0,77.26711657016568
11,13,6.666666666666667,1,0.05726495726495726,0.0,0.0,3.142747977170187
39,39,22.0,7,0.08618257845946634,0.04767740429505135,0.0,0.0
2,12,11.0,7,0.1162280701754386,0.02857142857142857,0.02857142857142857,1184.9839843843372
27,28,14.5,2,0.030797101449275364,0.0,0.0,1.9034887151534148
6,13,10.0,1,0.24891774891774893,0.1875,0.1875,283.55187500967406
3,22,20.5,7,0.011517925247902365,0.023255813953488372,0.023255813953488372,386.58482243611746
77,81,42.5,1,0.4156339644291452,0.03488372093023256,0.03488372093023256,1568.8157667999526
19,22,12.5,2,0.13359683794466404,0.0,0.0,136.7118058121897
1,3,2.5,2,0.08333333333333333,0.0,0.0,49.47283978106503
13,17,10.5,1,0.47619047619047616,0.125,0.125,485.54752572269723
11,17,11.5,7,0.07528703180877094,0.034482758620689655,0.034482758620689655,3205.615685917304
11,15,9.5,2,0.2761904761904762,0.0,0.0,5.710572881224987
3,4,2.5,2,0.1,0.0,0.0,67.06842567135082
241,310,202.66666666666666,1,0.0334997258168207,0.18284733421370558,0.006711409395973154,3708.9971619960243
11,29,23.5,2,0.04938359412043622,0.0,0.0,1048.5312416355578
1,5,4.5,7,0.1,0.1,0.1,2704.964052329135
72,93,45.0,1,0.3706617952924441,0.226902644378426,0.12432432432432433,1944.2083749144886
5,5,2.5,7,0.19047619047619047,0.0,0.0,0.0
5,23,20.5,2,0.10785714285714287,0.0,0.0,271.3231845451062
6,12,9.0,1,0.22676767676767676,0.15789473684210525,0.15789473684210525,321.35041548021945
51,52,23.666666666666668,1,0.41490636086621674,0.034482758620689655,0.0,26.323500690260932
1,15,14.5,2,0.1988795518207283,0.0,0.0,811.8318885015153
12,13,7.666666666666667,1,0.046825396825396826,0.030303030303030304,0.0,20.25974443801875
4,5,3.0,1,0.25555555555555554,0.13888888888888887,0.0,8.234334109875833
6,9,6.0,2,0.4107142857142857,0.0,0.0,248.11882475977873
24,27,12.0,1,0.24984126984126984,0.08974358974358974,0.0,79.9067293916001
29,32,17.0,1,0.3419212366580788,0.14518002322880372,0.023809523809523808,263.67708980727116
46,50,22.666666666666668,1,0.18802341648777357,0.10678278403560006,0.04081632653061224,788.9572568107453
1,7,6.5,1,0.11309523809523808,0.07142857142857142,0.07142857142857142,242.35411597706977
1,13,12.5,2,0.09523809523809523,0.0,0.0,120.64832431709543
120,134,67.33333333333333,1,0.38979295210678416,0.3010086820568411,0.0034482758620689655,390.0415861642233
4,6,4.0,1,0.36904761904761907,0.2222222222222222,0.2222222222222222,284.8148949898307
1,3,2.5,2,0.41666666666666663,0.0,0.0,3.9941577269269555
58,61,28.666666666666668,1,0.38187087014023396,0.08081752628587667,0.04316546762589928,1378.2523752919371
30,45,30.0,7,0.14833002818077445,0.009433962264150943,0.009433962264150943,1592.686574869397
22,23,12.0,7,0.5471014492753623,0.04,0.04,188.3132761601763
5,7,4.5,1,0.20238095238095238,0.09090909090909091,0.09090909090909091,113.09672625965209
65,82,43.75,1,0.07032442632922775,0.007188617505838494,0.0,189.63467957174097
6,20,17.0,7,0.10716058135412973,0.07142857142857142,0.07142857142857142,972.1228359608988
5,7,5.0,1,0.42857142857142855,0.09629629629629628,0.0,46.72509190988729
15,31,25.333333333333332,1,0.22972996181670827,0.23989260008996852,0.09722222222222222,892.644019345436
30,42,27.0,2,0.025837257980115123,0.0,0.0,905.5793386430321
